,0,1
41,nm0000450,"['Academy Awards, USA, Oscar', 'Boston Society of Film Critics Awards, BSFC Award', 'BAFTA Awards, BAFTA Film Award', 'Critics Choice Awards, Critics Choice Award', 'Chicago Film Critics Association Awards, CFCA Award', 'Chicago Film Critics Association Awards, CFCA Award', 'Dallas-Fort Worth Film Critics Association Awards, DFWFCA Award', 'Florida Film Critics Circle Awards, FFCC Award', 'Florida Film Critics Circle Awards, FFCC Award', 'Florida Film Critics Circle Awards, FFCC Award', 'Florida Film Critics Circle Awards, FFCC Award', 'Florida Film Critics Circle Awards, FFCC Award', 'Ft. Lauderdale International Film Festival, Jury Award', 'Golden Globes, USA, Golden Globe', 'Satellite Awards, Satellite Award', 'Gotham Awards, Gotham Independent Film Award', 'Gotham Awards, Gotham Independent Film Award', 'Film Independent Spirit Awards, Robert Altman Award', 'Film Independent Spirit Awards, Independent Spirit Award', 'Film Independent Spirit Awards, Independent Spirit Award', 'Kansas City Film Critics Circle Awards, KCFCC Award', 'Kansas City Film Critics Circle Awards, KCFCC Award', 'London Critics Circle Film Awards, ALFS Award', 'Los Angeles Film Critics Association Awards, LAFCA Award', 'National Board of Review, USA, NBR Award', 'National Board of Review, USA, NBR Award', 'National Board of Review, USA, NBR Award', 'National Board of Review, USA, NBR Award', 'National Board of Review, USA, NBR Award', 'National Society of Film Critics Awards, USA, NSFC Award', 'Online Film Critics Society Awards, OFCS Award', 'Online Film Critics Society Awards, OFCS Award', 'Online Film Critics Society Awards, OFCS Award', 'San Diego Film Critics Society Awards, SDFCS Award', 'San Diego Film Critics Society Awards, SDFCS Award', 'Santa Barbara International Film Festival, American Riviera Award', 'Screen Actors Guild Awards, Actor', 'Southeastern Film Critics Association Awards, SEFCA Award', 'Southeastern Film Critics Association Awards, SEFCA Award', 'Toronto Film Critics Association Awards, TFCA Award', 'Toronto Film Critics Association Awards, TFCA Award', 'Venice Film Festival, Volpi Cup', 'Schermi d’Amore - Verona Film Festival, Best Actor', 'Vancouver Film Critics Circle, VFCC Award', 'Vancouver Film Critics Circle, VFCC Award', 'Vancouver Film Critics Circle, VFCC Award', 'Sant Jordi Awards, Sant Jordi', 'Phoenix Film Critics Society Awards, PFCS Award', 'Chlotrudis Awards, Chlotrudis Award', 'Chlotrudis Awards, Chlotrudis Award', 'Chlotrudis Awards, Hall of Fame', 'Central Ohio Film Critics Association, COFCA Award', 'Durban International Film Festival, Best Actor', 'Austin Film Critics Association, AFCA Award', 'Washington DC Area Film Critics Association Awards, WAFCA Award', 'Washington DC Area Film Critics Association Awards, WAFCA Award', 'Washington DC Area Film Critics Association Awards, WAFCA Award', 'International Cinephile Society Awards, ICS Award', 'St. Louis Film Critics Association, US, SLFCA Award', 'Alliance of Women Film Journalists, EDA Award', 'New York Film Critics, Online, NYFCO Award', 'Iowa Film Critics Awards, IFC Award', 'Iowa Film Critics Awards, IFC Award', 'Denver Film Critics Society, DFCS Award', 'Georgia Film Critics Association (GAFCA), GAFCA Award', 'SESC Film Festival, Brazil, Critics Award', 'Utah Film Critics Association Awards, UFCA Award', 'Oklahoma Film Critics Circle Awards, OFCC Award', 'Houston Film Critics Society Awards, Outstanding Achievement', 'Online Film & Television Association, OFTA Film Hall of Fame', 'Online Film & Television Association, OFTA Film Award', ""International Online Film Critics' Poll, IOFCP Award"", ""International Online Film Critics' Poll, IOFCP Award"", 'Awards Circuit Community Awards, ACCA', 'Italian Online Movie Awards (IOMA), IOMA', 'International Online Cinema Awards (INOCA), INOCA', 'Internet Film Critic Society, IFCS Award', ""Indiewire Critics' Poll, ICP Award"", 'North Carolina Film Critics Association, NCFCA Award', 'Gold Derby Awards, Gold Derby Film Award', '20/20 Awards, Felix', 'Días de Cine Awards, Días de Cine Award']"
42,nm0000513,"['Boston Society of Film Critics Awards, BSFC Award', 'Christopher Awards, Christopher Award', 'Cinequest San Jose Film Festival, Maverick Tribute Award', 'Denver International Film Festival, John Cassavetes Award', 'Edgar Allan Poe Awards, Edgar', 'Florida Film Critics Circle Awards, FFCC Award', 'Florida Film Critics Circle Awards, FFCC Award', 'Florida Film Critics Circle Awards, FFCC Award', 'Ft. Lauderdale International Film Festival, Jury Award', 'Satellite Awards, Satellite Award', 'Satellite Awards, Satellite Award', 'Hollywood Film Awards, Hollywood Film Award', 'Film Independent Spirit Awards, Independent Spirit Award', 'Karlovy Vary International Film Festival, Best Actor', 'Lone Star Film & Television Awards, Lone Star Film & Television Award', 'Lone Star Film & Television Awards, Lone Star Film & Television Award', 'Mar del Plata Film Festival, Best Actor', 'National Board of Review, USA, NBR Award', 'National Board of Review, USA, NBR Award', 'Online Film Critics Society Awards, OFCS Award', 'Prism Awards, Prism Award', 'Screen Actors Guild Awards, Actor', 'Screen Actors Guild Awards, Actor', 'Screen Actors Guild Awards, Actor', 'ShoWest Convention, USA, ShoWest Award', 'Sundance Film Festival, Special Jury Prize', 'US Comedy Arts Festival, Audience Award', 'Walk of Fame, Star on the Walk of Fame', 'Boston Film Festival, Film Excellence Award', 'Catalina Film Festival, Stanley Kramer Social Artist Award', 'Online Film & Television Association, OFTA TV Hall of Fame', 'Awards Circuit Community Awards, ACCA', 'Awards Circuit Community Awards, ACCA', 'Awards Circuit Community Awards, ACCA', '20/20 Awards, Felix', 'National Film and Television Awards, USA, National Film and Television Award']"
43,nm0682071,"['Florida Film Critics Circle Awards, FFCC Award', 'National Board of Review, USA, NBR Award', 'Online Film Critics Society Awards, OFCS Award']"
44,nm0383449,"['Florida Film Critics Circle Awards, FFCC Award', 'National Board of Review, USA, NBR Award', 'Online Film Critics Society Awards, OFCS Award']"
45,nm0641168,"['Garden State Film Festival, Honoree', 'Atlantic City Cinefest, Lifesaver Achievement Award', 'Hang Onto Your Shorts Film Festival, NJ, Best Actor in a Comedy']"
46,nm0424682,[nan]
47,nm0507915,[nan]
48,nm0839486,[nan]
49,nm0513281,"['ShoWest Convention, USA, ShoWest Award', 'YoungStar Awards, YoungStar Award']"
50,nm0000511,"['Academy Awards, USA, Oscar', 'American Comedy Awards, USA, Lifetime Achievement Award in Comedy', 'American Film Institute, USA, Life Achievement Award', 'Berlin International Film Festival, Honorary Golden Berlin Bear', 'Berlin International Film Festival, Silver Berlin Bear', 'Berlin International Film Festival, Silver Berlin Bear', 'CableACE Awards, ACE', 'Chicago International Film Festival, Career Achievement Award', 'Cinema Writers Circle Awards, Spain, CEC Award', 'David di Donatello Awards, David', 'David di Donatello Awards, David', 'Denver International Film Festival, Lifetime Achievement Award', 'Primetime Emmy Awards, Primetime Emmy', 'Film Society of Lincoln Center, Gala Tribute', 'GLAAD Media Awards, Vanguard Award', 'Golden Apple Awards, Golden Apple', 'Golden Camera, Germany, Golden Camera for Lifetime Achievement', 'Golden Globes, USA, Cecil B. DeMille Award', 'Hasty Pudding Theatricals, USA, Woman of the Year', 'Lone Star Film & Television Awards, Lone Star Film & Television Award', 'Los Angeles Film Critics Association Awards, Career Achievement Award', 'Los Angeles Film Critics Association Awards, LAFCA Award', 'National Board of Review, USA, NBR Award', 'New York Film Critics Circle Awards, NYFCC Award', 'Palm Springs International Film Festival, Lifetime Achievement Award', 'Venice Film Festival, Volpi Cup', 'Venice Film Festival, Volpi Cup', 'Walk of Fame, Star on the Walk of Fame', 'Women in Film Crystal Awards, Crystal Award', 'Telluride Film Festival, US, Silver Medallion Award', 'CinEuphoria Awards, CinEuphoria', 'Online Film & Television Association, OFTA TV Hall of Fame', 'Online Film & Television Association, OFTA Film Hall of Fame', 'Elle Women in Hollywood Awards, Woman of the Year', 'Elle Women in Hollywood Awards, Icon Award', 'The Kennedy Center Honors, Kennedy Center Honors', 'AARP Movies for Grownups Awards, Career Achievement Award', 'Texas Film Awards, Texas Film Hall of Fame']"
51,nm0000641,"['Academy of Science Fiction, Fantasy & Horror Films, USA, Saturn Award', 'CableACE Awards, CableACE', 'CableACE Awards, CableACE', 'Chicago Film Critics Association Awards, Commitment to Chicago Award', 'Primetime Emmy Awards, Primetime Emmy', 'Golden Globes, USA, Golden Globe', 'Satellite Awards, Golden Satellite Award', 'Milano International Film Festival Awards (MIFF Awards), Best Acting', 'National Board of Review, USA, NBR Award', 'Screen Actors Guild Awards, Actor', 'Screen Actors Guild Awards, Actor', 'Screen Actors Guild Awards, Actor', 'Walk of Fame, Star on the Walk of Fame', 'Young Artist Awards, Michael Landon Award', 'Character and Morality in Entertainment Awards, Camie', 'Chlotrudis Awards, Chlotrudis Award', 'DVD Exclusive Awards, DVD Premiere Award', 'Location Managers Guild International Awards (LMGI), Humanitarian Award']"
52,nm0000725,"['Chicago Film Critics Association Awards, CFCA Award', 'Las Vegas Film Critics Society Awards, Sierra Award', 'Women in Film Crystal Awards, Dorothy Arzner Directors Award', 'Memphis Indie Film Festival, Indie Memphis Competiton', 'Texas Film Awards, Texas Film Hall of Fame']"
53,nm0000454,"['Boston Society of Film Critics Awards, BSFC Award', 'Brussels Film Festival (BRFF), Crystal Iris', 'Cannes Film Festival, Best First Work', 'Florida Film Festival, John M. Tiedtke Award', 'Los Angeles Film Critics Association Awards, LAFCA Award', 'Method Fest, Lifetime Achievement Award', 'Montréal World Film Festival, Best Actor', 'MTV Movie + TV Awards, MTV Movie Award', 'National Society of Film Critics Awards, USA, NSFC Award', 'National Society of Film Critics Awards, USA, Special Award', 'New York International Independent Film & Video Festival, Feature Film Award', 'Razzie Awards, Razzie Award', 'San Sebastián International Film Festival, Donostia Lifetime Achievement Award', 'Santa Monica Film Festival, Lifetime Achievement Award', 'Stockholm Film Festival, Lifetime Achievement Award', 'Taos Talking Picture Festival, Maverick Award', 'Venice Film Festival, CIDALC Award', 'Walk of Fame, Star on the Walk of Fame', 'Young Hollywood Awards, Role Model Award', 'Empire Awards, UK, Lifetime Achievement Award', 'CineVegas International Film Festival, Marquee Award', 'Kinema Junpo Awards, Kinema Junpo Award', 'Capri, Hollywood, Capri Legend Award']"
54,nm0005420,[nan]
55,nm0347957,[nan]
56,nm0001735,"['National Board of Review, USA, NBR Award', 'New York Film Critics Circle Awards, NYFCC Award', 'Garden State Film Festival, Wave of Excellence for Filmmaking', 'Monte-Carlo Comedy Film Festival, Special Mention', 'Monte-Carlo Comedy Film Festival, Jury Prize', 'Action on Film International Film Festival, USA, Lifetime Achievement Award', 'Rome International Movie Awards, May Award', 'Rome International Movie Awards, May Award']"
57,nm0332871,"['Filmfare Awards, Special Award', 'Awards of the International Indian Film Academy, Popular Award', 'Awards of the International Indian Film Academy, Popular Award', 'Zee Cine Awards, Popular Award', 'Zee Cine Awards, Popular Award', 'Zee Cine Awards, Zee Cine Award', ""Stardust Awards, India, Reader's Choice"", 'Star Gold Comedy Honors, Popular Award', 'Lions Gold Awards, Film Award', 'Kalashree Awards, Special Award', 'Masala! Awards, Popular Award']"
58,nm0007102,"[""Filmfare Awards, Critics' Awards"", 'Awards of the International Indian Film Academy, Popular Award', ""Zee Cine Awards, Jury's Choice Award"", 'National Film Awards, India, Silver Lotus Award', 'National Film Awards, India, Silver Lotus Award', 'Apsara Film Producers Guild Awards, Apsara Award', 'Apsara Film Producers Guild Awards, Apsara Award', 'Bollywood Awards, Bollywood Movie Award', 'Bollywood Awards, Bollywood Movie Award', 'Bollywood Awards, Bollywood Movie Award', 'Filmfare Awards South, Filmfare Award - Telugu Film Industry', 'Filmfare Awards South, Filmfare Award - Telugu Film Industry', 'South Indian International Movie Awards, SIIMA - Telugu', ""Stardust Awards, India, Reader's Choice"", 'BIG Star Entertainment Awards, India, Film Award', 'Alliance of Women Film Journalists, EDA Special Mention Award', 'Priyadarshni Academy Awards, Smita Patil Memorial Award', ""Bollywood Hungama Surfers' Choice Movie Awards, Surfers' Choice Award"", 'Screen Awards, IN, Screen Award', 'Screen Awards, IN, Screen Award', 'Asiavision Awards, Asiavision Award - Hindi', ""Bengal Film Journalists' Award, BFJA Award"", ""Bengal Film Journalists' Award, BFJA Award"", 'Jagran Film Festival, Jury Award', 'Indian Film Festival Of Melbourne, IFF Award', 'FOI Online Awards, Special Mention', 'Kalashree Awards, Popular Award', 'Femina Beauty Awards, Nykaa Femina Beauty Award', 'Annual Kalakar Awards, Hindi Film Award', 'International Iconic Awards, Iconic Award']"
59,nm0006433,"[""Filmfare Awards, Critics' Awards"", 'Filmfare Awards, Filmfare Award', 'Awards of the International Indian Film Academy, Popular Award', 'Zee Cine Awards, Zee Premiere Choice Award', 'National Film Awards, India, Silver Lotus Award', 'Bollywood Awards, Bollywood Movie Award', ""Sansui Viewer's Choice Awards, Sansui Viewer's Choice Award"", ""Sansui Viewer's Choice Awards, Sansui Viewer's Choice Award"", ""People's Choice Awards, India, People's Choice Award"", 'GR8! Women Achiever Awards, India, Cinema', 'Vogue Beauty Awards, Vogue Beauty Award', 'Priyadarshni Academy Awards, Smita Patil Memorial Award', 'The Ghanta Awards, Ghanta Award', 'HELLO! Hall of Fame Awards, India, HELLO! Hall of Fame Award', ""Bengal Film Journalists' Award, BFJA Award"", 'Filmfare Glamour And Style Awards, Filmfare Glamour and Style Award', 'Masala! Awards, Popular Award', ""ScreenXX Summit & Awards, Viewer's Choice Award""]"
60,nm0579769,"['Kerala State Film Awards, Kerala State Film Award', 'Kerala State Film Awards, Kerala State Film Award', 'Filmfare Awards South, Filmfare Award - Malayalam Film Industry', 'Vanitha Film Awards, Vanitha Film Award', 'Vanitha Film Awards, Vanitha Film Award']"
61,nm0009629,"['Berlin International Film Festival, EFP Shooting Star', 'David di Donatello Awards, David', 'Italian National Syndicate of Film Journalists, Silver Ribbon', 'Italian National Syndicate of Film Journalists, Silver Ribbon', 'Venice Film Festival, Volpi Cup', 'Flaiano Film Festival, Best Actor', 'Golden Globes, Italy, Golden Globe', ""FICE - Federazione Italiana Cinema d'Essai, FICE Award"", 'Golden Ciak Awards, Golden Ciak', 'Golden Ciak Awards, Golden Ciak', 'Golden Ciak Awards, Golden Ciak', 'Golden Ciak Awards, Golden Ciak', 'Golden Goblets, Italy, Golden Goblet']"
62,nm0210218,"['Fantafestival, Best Actress', 'Festróia - Tróia International Film Festival, Golden Dolphin', 'Gijón International Film Festival, Special 60th Anniversary Award', 'Golden Globes, Portugal, Golden Globe', 'Golden Globes, Portugal, Golden Globe', 'São Paulo International Film Festival, International Jury Award', 'Mostra de València-Cinema del Mediterrani, Best Actress', 'Venice Film Festival, Volpi Cup', 'Bordeaux International Festival of Women in Cinema, Audience Award', 'Festival del Cinema Europeo, Best Actress', 'Milan International Lesbian and Gay Film Festival, Special Jury Award', 'Flaiano International Prizes, Golden Pegasus', 'Elche International Independent Film Festival, Festival Prize', 'Golden Globes, Italy, Golden Globe', 'CinEuphoria Awards, CinEuphoria', 'CinEuphoria Awards, CinEuphoria', 'CinEuphoria Awards, CinEuphoria', 'Lisbon & Estoril Film Festival, Tribute Award', ""L'Alfàs del Pi Film Festival, Faro de Plata"", 'Seville European Film Festival, City of Seville Award', 'Screen Actors GDA Foundation, Screen Actors GDA Foundation', 'Premios Aquila, Prémios Àquila']"
63,nm0021835,"['Cairo International Film Festival, Best Actor', 'Golden Globes, Portugal, Golden Globe', 'Golden Globes, Portugal, Golden Globe', 'Huelva Latin American Film Festival, Prize of the City of Huelva', 'Avanca Film Festival, Best Acting', 'Buffalo Niagara Film Festival, Cinematic Award', 'CinEuphoria Awards, CinEuphoria', 'CineRockom International Film Festival, Gold Award']"
64,nm0682692,"['Festival de la Fiction TV, La Rochelle TV Award']"
65,nm0635070,[nan]
66,nm0489281,[nan]
67,nm0138061,[nan]
68,nm0265229,[nan]
69,nm0001111,"['BAFTA Awards, BAFTA Games Award', 'Primetime Emmy Awards, Primetime Emmy', 'Kansas City Film Critics Circle Awards, KCFCC Award', 'Vail Film Festival, Renegade Award', 'Gold Derby Awards, Gold Derby TV Award']"
70,nm0000170,"['Hollywood Film Awards, Spotlight Award', 'Scream Awards, Scream Award', 'Scream Awards, Scream Award']"
