0,1,2,3,4,5
tt0153100,"A thirty-something Irish-American former matador teaches a bull-fighting class in Greenwich Village. After the sexual conquest of a number of his female students, he meets his match in a 19-year-old co-ed.","7,2/10",1h 33min,['Francis Delia'],"['Francis Delia', 'Norman Mailer']"
tt0155723,"A young loner wandering the back roads of North Carolina comes across an abandoned baby. He immediately starts seeking the baby's parents, but starts developing a bond with the child that explores his own isolated roots.","6,8/10",1h 27min,['Katherine Dieckmann'],"['Katherine Dieckmann', 'Leon Rooke']"
tt0155754,Cuatro jóvenes encuentran a un marinero japonés que naufragó durante la Segunda Guerra Mundial y luchan con la decisión de salvarlo.,"6,3/10",1h 30min,['Bob Clark'],['Mark Sanderson']
tt0157202,"A deranged street person has flashes of sanity, and his outrage at, and disgust for, the nightly news body count inspires him to vanquish not only his inner demons, but also the very real ones that are preying, unchecked upon the innocent.","4,8/10",1h 30min,['Glenn Klinker'],['Glenn Klinker']
tt0156942,Kids go to a rave and not all of them make it home the next day.,"5,4/10",1h 25min,['Ron Krauss'],"['Oona Croese', 'Ron Krauss', 'Mario Zavala']"
tt0159371,"Rob's successful life is interrupted when he crosses paths with smart beautiful Leslie. After being suddenly and mistakenly arrested, Rob begins a city-wide search for the woman of his dreams unsure of her last name or where to find her.","7,3/10",1h 30min,['Christopher Robin Hood'],['Christopher Robin Hood']
tt0158871,"A Sergeant in the UN peacekeeping force in Bosnia charges money to take some gun toting civilians on a guided tour to shoot some real Serbs 'for the excitement of it'. Fatal events unfold, revealing the starkness of war and armed strife.","5,5/10",1h 33min,['Aage Rais-Nordentoft'],"['Jens Dahl', 'Aage Rais-Nordentoft']"
tt0160547,"A series of mishaps and misfortunes over $1 million in cash leads to murder, mayhem and greed.","4,9/10",1h 32min,['Michael Browning'],['Michael Browning']
tt0160751,"A once devoted family man, who has fallen into the depths of alcoholism and homelessness after a tragic accident took the life of a daughter, longs for the day that he may somehow reunite with his only living daughter.","7,8/10",1h 45min,['Carl Kress'],['Steve Withem']
tt0162901,"Mario lleva muchos años trabajando en Marruecos. Ahora tiene la oportunidad de volver a España gracias a una oferta laboral. Sólo le queda hacer un último favor a Víctor, su jefe. Deberá cuidar de Laura, bella joven e hija de Víctor, en unas vacaciones que pasará en Marruecos...","5,8/10",1h 35min,['Mariano Barroso'],"['Mariano Barroso', 'Luis Marías', 'Joaquín Notario']"
tt0164545,"After his wife is killed researching a deadly virus, a doctor, out of anger and guilt, infects himself with the virus and threatens the world.","3,7/10",1h 29min,['William R. Greenblatt'],['Andrew Stein']
tt0167183,Grace and her roommate Casey don't get along. Grace is in a happy relationship with Charlie and they are planning to get married soon and that frustrated Casey because she thinks Grace just has everything. As the time goes by their relationships will get more complicated and nothing will be as it seemed...,"4,8/10",1h 41min,['Irene Turner'],['Amanda L. Beall']
tt0169122,"Cuando Michael y Lisa viajan a la India para restaurar una escultura erótica, enseguida conocen el Kama Sutra y se inician en las técnicas de seducción. Pero cuando los deseos prohibidos se revelan, los votos pueden romperse.","3,5/10",1h 35min,['Jag Mundhra'],"['Thomas A. Fucci', 'Randor Guy']"
tt0172699,"Sarah and Ryan were a great couple. They had their fun together, but the man's fear of commitment pushed the woman away. Yet the situation between them isn't over because Sarah is pregnant and she's trying to find ways to hide this news from Ryan and everyone else - except her best friend, who probably won't be of much help in this matter.","4,6/10",1h 30min,['Tracy Alexson'],['Tracy Alexson']
tt0179137,A lonely man becomes increasingly obsessed with the beautiful teenager he used to help care for his grandmother.,"7,1/10",2h 20min,['Silvio Caiozzi'],"['Silvio Caiozzi', 'José Donoso']"
tt0179653,"In Queens, NY, aka ""Little Athens,"" a blue-collar Greek-American family struggle to hold on to the American Dream. Follow the journey of 28-year-old Alex and his desire to escape his urban hometown to pursue an off-beat dream.","7,1/10",1h 43min,['Nick Efteriades'],['Nick Efteriades']
tt0181819,"Mikael turns 50 and celebrates big time, inviting all his friends to a gigantic party. He has a secret he intends to announce during the party.","5,7/10",1h 54min,['Richard Hobert'],['Richard Hobert']
tt0183056,"A Jewish girl in nineteenth century London, dreams of becoming a stage actress.","6,8/10",2h 37min,['Arnaud Desplechin'],"['Arnaud Desplechin', 'Emmanuel Bourdieu', 'Arthur Symons']"
tt0183639,The story of Frank Cassilis and Northmour as both seemingly try to protect the Huddlestone family against mexican separatists while each has their own purposes and agenda.,"4,5/10",1h 34min,['C. Grant Mitchell'],"['David A. Goodman', 'Daniel Riordan', 'Robert Louis Stevenson']"
tt0183550,"When a meddlesome mother enrolls in university with her son, old and new worlds collide with awesome consequences.","6,4/10",1h 35min,['Mark Lamprell'],['Mark Lamprell']
tt0182508,A series of urban legends take place around the life of a troubled man who is searching New York City for a mysterious stranger.,"6,8/10",1h 43min,['Jon Shear'],"['Daniel Reitz', 'Jon Shear']"
tt0184056,Antoine and Rémi have been living together for over three years. Rémi films their life using a Super 8 camera.,"7,3/10",1h 25min,['Rémi Lange'],"['Rémi Lange', 'Antoine Parlebas']"
tt0184858,"Después de asumir la identidad de su compañero de celda muerto para conseguir a la novia del otro hombre, un exconvicto se encuentra con que participa a regañadientes en un atraco a un casino.","5,8/10",1h 44min,['John Frankenheimer'],['Ehren Kruger']
tt0185542,Two 17-year-old boys mark the new year by doing twelve dangerous but exciting tasks set for them by their friends.,"6,2/10",1h 41min,['Suri Krishnamma'],['Ralph Brown']
tt0186221,A young couple faces its darker sides when the prospective buyers of their house offer more than what was asked for.,"7,8/10",1h 33min,['Karl W. Lohninger'],['Karl W. Lohninger']
tt0187880,The mechanic Jack tries to get rid of his criminal background.,"5,7/10",1h 30min,['Mika Kaurismäki'],"['Paul Charles Bailly', 'Mika Kaurismäki']"
tt0187761,A young man must decide between a life on the streets and a career in the theater.,"5,1/10",1h 35min,['Elyse Lewin'],['Patrick Newall']
tt0187847,"A young novelist with a bad case of writer's block clears her mind by answering an ad placed by a man who is driving cross-country and needs a partner. Along the way, she ends up with more writing material than she ever bargained for.","6,5/10",1h 39min,['Charlie Ahearn'],['Charlie Ahearn']
tt0188189,"The Kid has no money, no place to live and nowhere to go. He's done more than he cares to admit just to survive on the streets.The Man has lost the one he loved. He is losing his eyesight. He's selling all his possessions so nothing will be left to lose. Both are trapped, each alone until Fate brings them together one windy autumn night.","6,6/10",15min,['S. Leo Chiang'],['S. Leo Chiang']
tt0188613,Three generations of women in a French family come to know each other better as they road trip for a photography assignment.,"6,3/10",1h 21min,['Guylaine Dionne'],['Guylaine Dionne']
tt0188688,"Donna is unfulfilled. In an unsatisfying marriage, she finds herself fantasizing about her sultry friends' lovers. But for her, fantasy and forbidden desires are about to be reawakened. Each morning, she will find herself in the arms of a new lover, while her sexy friends seduce her husband, Tom in more ways than one. The art of seduction is animalistic. In a world ob... Leer todo","4,6/10",1h 18min,['Mike Sedan'],['Helen Haxton']
tt0190052,"A beautiful woman has a sexual fantasy that she passes on. Then she is visited by a supernatural being, and things start to get more interesting.","4,2/10",1h 34min,['Kelley Cauthen'],['Sahara Riley']
tt0113092,Earth is in a state of constant war and two colonies of humans have been sent to a far away world. The colonists create a new civilization but have inherited the worst traits of their forebears and war breaks out leaving the new cities in ruins. It falls to a bunch of teens to bring peace to the colony - but will they?,"3,4/10",1h 40min,"['David Douglas', 'Tim Douglas']","['David Douglas', 'Christopher Salazar']"
tt0116748,"Wealthy Rajiv Sinha and middle-classed Amar Saxena are two childhood friends, with similar likes, and tastes. Their similar habits lead them to being in love with the same woman - Seema, who loves Amar, and is willing to marry him no matter what. Rajiv attempts to offer money to Sapna's guardian so that he can marry her, in vain though. When Rajiv attempts to convince... Leer todo","3,7/10",3h,['Rakesh Roshan'],"['Sachin Bhowmick', 'Ravi Kapoor', 'Sagar Sarhadi']"
tt0116391,"After falling prey to underworld, four friends jeopardize their personal lives with point of no return.","6,2/10",2h 47min,['Mazhar Khan'],"['Jackie Shroff', 'Nana Patekar', 'Kumar Gaurav']"
tt0118852,"Harry and Jake, two unsuccessful writers, spend a cathartic evening arguing about money, aesthetics, their friendship, and Harry's new manuscript.","7,1/10",1h 39min,['Al Pacino'],['Ira Lewis']
tt0119495,"A group of raucous college buds living the Dorm life, decide to have a blowout while most of their friends are away for the Thanksgiving holiday. With LOVE 101 being the toughest course this semester, will they pass the final exam?","5,0/10",1h 26min,['Adrian Fulle'],"['Adrian Fulle', 'David J. Miller', 'Daniel Bingley']"
tt0120753,Tragicómica y romántica novela de policía ambientada en un hotel en ruinas que acoge a personas con enfermedades mentales demasiado pobres para pagar un seguro médico.,"5,7/10",2h 2min,['Wim Wenders'],"['Nicholas Klein', 'Bono']"
tt0137115,"An earlier movie about the legendary character, The Mothman. This was filmed on location at two different places that he supposedly was seen.","7,2/10",1h 35min,['Doug TenNapel'],['Doug TenNapel']
tt0138818,"A son visits his aging mother and sees tragic, intermittent signs of senility, but she pleads with him not to send her to a sanitarium.","6,5/10",1h 37min,['Douglas Green'],['Mitch Giannunzio']
tt0141399,"Bette Midler and Nathan Lane star in this comedy about Jacqueline Susann, the ambitious woman of dubious talent who wrote Valley of the Dolls, a best-selling novel that became a sensation.","5,3/10",1h 35min,['Andrew Bergman'],"['Michael Korda', 'Paul Rudnick']"
tt0151150,"Max, who lives with his twin sister Shirley in Goa, is enraged when he finds out that she has fallen in love with Rahul, his bitter rival Prakash's younger brother.","6,1/10",2h 42min,['Mansoor Khan'],"['Aatish Kapadia', 'Mansoor Khan', 'Nidhi Tuli']"
tt0153100,"A thirty-something Irish-American former matador teaches a bull-fighting class in Greenwich Village. After the sexual conquest of a number of his female students, he meets his match in a 19-year-old co-ed.","7,2/10",1h 33min,['Francis Delia'],"['Francis Delia', 'Norman Mailer']"
tt0155723,"A young loner wandering the back roads of North Carolina comes across an abandoned baby. He immediately starts seeking the baby's parents, but starts developing a bond with the child that explores his own isolated roots.","6,8/10",1h 27min,['Katherine Dieckmann'],"['Katherine Dieckmann', 'Leon Rooke']"
tt0155754,Cuatro jóvenes encuentran a un marinero japonés que naufragó durante la Segunda Guerra Mundial y luchan con la decisión de salvarlo.,"6,3/10",1h 30min,['Bob Clark'],['Mark Sanderson']
tt0157202,"A deranged street person has flashes of sanity, and his outrage at, and disgust for, the nightly news body count inspires him to vanquish not only his inner demons, but also the very real ones that are preying, unchecked upon the innocent.","4,8/10",1h 30min,['Glenn Klinker'],['Glenn Klinker']
tt0156942,Kids go to a rave and not all of them make it home the next day.,"5,4/10",1h 25min,['Ron Krauss'],"['Oona Croese', 'Ron Krauss', 'Mario Zavala']"
tt0159371,"Rob's successful life is interrupted when he crosses paths with smart beautiful Leslie. After being suddenly and mistakenly arrested, Rob begins a city-wide search for the woman of his dreams unsure of her last name or where to find her.","7,3/10",1h 30min,['Christopher Robin Hood'],['Christopher Robin Hood']
tt0158871,"A Sergeant in the UN peacekeeping force in Bosnia charges money to take some gun toting civilians on a guided tour to shoot some real Serbs 'for the excitement of it'. Fatal events unfold, revealing the starkness of war and armed strife.","5,5/10",1h 33min,['Aage Rais-Nordentoft'],"['Jens Dahl', 'Aage Rais-Nordentoft']"
tt0160547,"A series of mishaps and misfortunes over $1 million in cash leads to murder, mayhem and greed.","4,9/10",1h 32min,['Michael Browning'],['Michael Browning']
tt0160751,"A once devoted family man, who has fallen into the depths of alcoholism and homelessness after a tragic accident took the life of a daughter, longs for the day that he may somehow reunite with his only living daughter.","7,8/10",1h 45min,['Carl Kress'],['Steve Withem']
tt0162901,"Mario lleva muchos años trabajando en Marruecos. Ahora tiene la oportunidad de volver a España gracias a una oferta laboral. Sólo le queda hacer un último favor a Víctor, su jefe. Deberá cuidar de Laura, bella joven e hija de Víctor, en unas vacaciones que pasará en Marruecos...","5,8/10",1h 35min,['Mariano Barroso'],"['Mariano Barroso', 'Luis Marías', 'Joaquín Notario']"
tt0164545,"After his wife is killed researching a deadly virus, a doctor, out of anger and guilt, infects himself with the virus and threatens the world.","3,7/10",1h 29min,['William R. Greenblatt'],['Andrew Stein']
tt0167183,Grace and her roommate Casey don't get along. Grace is in a happy relationship with Charlie and they are planning to get married soon and that frustrated Casey because she thinks Grace just has everything. As the time goes by their relationships will get more complicated and nothing will be as it seemed...,"4,8/10",1h 41min,['Irene Turner'],['Amanda L. Beall']
tt0169122,"Cuando Michael y Lisa viajan a la India para restaurar una escultura erótica, enseguida conocen el Kama Sutra y se inician en las técnicas de seducción. Pero cuando los deseos prohibidos se revelan, los votos pueden romperse.","3,5/10",1h 35min,['Jag Mundhra'],"['Thomas A. Fucci', 'Randor Guy']"
tt0172699,"Sarah and Ryan were a great couple. They had their fun together, but the man's fear of commitment pushed the woman away. Yet the situation between them isn't over because Sarah is pregnant and she's trying to find ways to hide this news from Ryan and everyone else - except her best friend, who probably won't be of much help in this matter.","4,6/10",1h 30min,['Tracy Alexson'],['Tracy Alexson']
tt0179137,A lonely man becomes increasingly obsessed with the beautiful teenager he used to help care for his grandmother.,"7,1/10",2h 20min,['Silvio Caiozzi'],"['Silvio Caiozzi', 'José Donoso']"
tt0179653,"In Queens, NY, aka ""Little Athens,"" a blue-collar Greek-American family struggle to hold on to the American Dream. Follow the journey of 28-year-old Alex and his desire to escape his urban hometown to pursue an off-beat dream.","7,1/10",1h 43min,['Nick Efteriades'],['Nick Efteriades']
tt0181819,"Mikael turns 50 and celebrates big time, inviting all his friends to a gigantic party. He has a secret he intends to announce during the party.","5,7/10",1h 54min,['Richard Hobert'],['Richard Hobert']
tt0183056,"A Jewish girl in nineteenth century London, dreams of becoming a stage actress.","6,8/10",2h 37min,['Arnaud Desplechin'],"['Arnaud Desplechin', 'Emmanuel Bourdieu', 'Arthur Symons']"
tt0183639,The story of Frank Cassilis and Northmour as both seemingly try to protect the Huddlestone family against mexican separatists while each has their own purposes and agenda.,"4,5/10",1h 34min,['C. Grant Mitchell'],"['David A. Goodman', 'Daniel Riordan', 'Robert Louis Stevenson']"
tt0183550,"When a meddlesome mother enrolls in university with her son, old and new worlds collide with awesome consequences.","6,4/10",1h 35min,['Mark Lamprell'],['Mark Lamprell']
tt0182508,A series of urban legends take place around the life of a troubled man who is searching New York City for a mysterious stranger.,"6,8/10",1h 43min,['Jon Shear'],"['Daniel Reitz', 'Jon Shear']"
tt0184056,Antoine and Rémi have been living together for over three years. Rémi films their life using a Super 8 camera.,"7,3/10",1h 25min,['Rémi Lange'],"['Rémi Lange', 'Antoine Parlebas']"
tt0184858,"Después de asumir la identidad de su compañero de celda muerto para conseguir a la novia del otro hombre, un exconvicto se encuentra con que participa a regañadientes en un atraco a un casino.","5,8/10",1h 44min,['John Frankenheimer'],['Ehren Kruger']
tt0185542,Two 17-year-old boys mark the new year by doing twelve dangerous but exciting tasks set for them by their friends.,"6,2/10",1h 41min,['Suri Krishnamma'],['Ralph Brown']
tt0186221,A young couple faces its darker sides when the prospective buyers of their house offer more than what was asked for.,"7,8/10",1h 33min,['Karl W. Lohninger'],['Karl W. Lohninger']
tt0187880,The mechanic Jack tries to get rid of his criminal background.,"5,7/10",1h 30min,['Mika Kaurismäki'],"['Paul Charles Bailly', 'Mika Kaurismäki']"
tt0187761,A young man must decide between a life on the streets and a career in the theater.,"5,1/10",1h 35min,['Elyse Lewin'],['Patrick Newall']
tt0187847,"A young novelist with a bad case of writer's block clears her mind by answering an ad placed by a man who is driving cross-country and needs a partner. Along the way, she ends up with more writing material than she ever bargained for.","6,5/10",1h 39min,['Charlie Ahearn'],['Charlie Ahearn']
tt0188189,"The Kid has no money, no place to live and nowhere to go. He's done more than he cares to admit just to survive on the streets.The Man has lost the one he loved. He is losing his eyesight. He's selling all his possessions so nothing will be left to lose. Both are trapped, each alone until Fate brings them together one windy autumn night.","6,6/10",15min,['S. Leo Chiang'],['S. Leo Chiang']
tt0188613,Three generations of women in a French family come to know each other better as they road trip for a photography assignment.,"6,3/10",1h 21min,['Guylaine Dionne'],['Guylaine Dionne']
tt0188688,"Donna is unfulfilled. In an unsatisfying marriage, she finds herself fantasizing about her sultry friends' lovers. But for her, fantasy and forbidden desires are about to be reawakened. Each morning, she will find herself in the arms of a new lover, while her sexy friends seduce her husband, Tom in more ways than one. The art of seduction is animalistic. In a world ob... Leer todo","4,6/10",1h 18min,['Mike Sedan'],['Helen Haxton']
tt0190052,"A beautiful woman has a sexual fantasy that she passes on. Then she is visited by a supernatural being, and things start to get more interesting.","4,2/10",1h 34min,['Kelley Cauthen'],['Sahara Riley']
tt0192719,A businessman becomes the target for a ruthless criminal who mistakes him for the thief who stole his drug money.,"4,7/10",1h 30min,['Bruce Pittman'],"['Ivan Kane', 'John Schafer', 'Leopold St-Pierre']"
tt0192678,"The chronicles of the Romanian engineer Julius Popper, a nationalized Argentine and one of the principle actors in the genocide of the Selk'nam, one of the indigenous peoples who inhabited the Tierra del Fuego Archipelago.","5,3/10",1h 48min,['Miguel Littin'],"['Francisco Coloane', 'Tonino Guerra', 'Miguel Littin']"
tt0195857,"While on a hunt for elephant poachers in Namibia, a white female conservationist and a black lawyer fall for each other, despite the condemnation by the local community.","5,2/10",1h 29min,['Elaine Proctor'],['Elaine Proctor']
tt0195352,"A drifter, the doctor who has fallen for him and a third man who has recently lost his father are involved in a fiery auto crash.","6,1/10",1h 35min,['Dana Nechushtan'],"['Dana Nechushtan', 'Paul Ruven', 'Karst Woudstra']"
tt0195631,"Un hombre celoso intenta quitarle a su hermano gemelo su mujer, su trabajo y su familia.","4,9/10",1h 30min,['Peter Liapis'],"['Peter Liapis', 'Richard Dana Smith']"
tt0196219,A high-level government hit squad is sent into the streets in order to complete a deadly mission.,"2,2/10",1h 20min,['Albert Pyun'],['Albert Pyun']
tt0197402,"Daniel Jul is a 28-year-old psychiatrist still living with his mom. He and his friend Ronny have one thing in common: they like searching for metallic objects in the ground. One day they find a jewel with the name ""Janne"" imprinted. This is the beginning of something big for Daniel. His life will never be the same. He's about to discover a lot of hidden secrets about ... Leer todo","6,6/10",1h 44min,['Pål Jackman'],['Erlend Loe']
tt0197644,"A beautiful mysterious woman enters the life of a sexy photographer, her friend and friend's boyfriend. They spend a couple of days together in a huge beach house and their inhibitions fade.","4,5/10",1h 39min,['C.B. Harding'],['Giorgio Serafini']
tt0197740,"Roberto Petrocchi directs this period drama set in the late 1800s. Capt. Eugenio (Arnaud Arbessier) arrives in a remote castle to take charge of a unit guarding a nameless prisoner. No one knows much about the inmate as he is held in a forlorn tower. When the captain's wife Adele (Margherita Buy) tries to shake her melancholia by playing the piano, she finds -- much t... Leer todo","6,6/10",1h 32min,['Roberto Petrocchi'],"['Paola Capriolo', 'Roberto Petrocchi', 'Riccardo de Luca']"
tt0197299,Renegade CIA agent Rick Halsey assembles a team of special forces operatives to rescue a Russian nuclear scientist held in a fortified mental institution behind enemy lines.,"3,6/10",1h 22min,['Jenõ Hódi'],"['Christopher Pearce', 'Jenõ Hódi', 'Ian Patrick Williams']"
tt0198284,"4 LA women, 3 married, go to a Palm Springs resort together for a weekend of flirting etc. Consequences?","4,5/10",1h 36min,['Cameron Thor'],['Thomas M. Kostigen']
tt0199000,The summerly adventures of Kurt (Tucholsky) and girl friend staying in a Swedish castle whilst the political changes in Germany in the thirties.,"6,0/10",1h 40min,['Xavier Koller'],"['Stefan Kolditz', 'Kurt Tucholsky']"
tt0199748,"After six years as a guest of the state, mob hit man Jason Reed wants nothing more than to get an honest job and spend time with his young son, Tommy. He is not ten steps outside of the prison before being greeted by Keither, an old crony anxious to pick up where they left off. While out for a drive with his son, Jason saves a young woman from a gun wielding thug, not... Leer todo","4,1/10",1h 37min,['Godfrey Ho'],['Lisa Cory']
tt0200171,An emotionally dysfunctional ukulele minstrel lands a gig at a nursing home where he strikes up an unlikely relationship with an ancient jazz chanteuse and awakens from a lifetime of loneliness and inconsequence.,"6,1/10",1h 33min,['Marc Lazard'],"['Gadi Dechter', 'Marc Lazard']"
tt0200472,"Una chica mala se convierte en estafadora, se mete en problemas con la mafia y pide ayuda a un amable florista.","5,6/10",1h 38min,['Stephen Metcalfe'],['Stephen Metcalfe']
tt0199700,Erkki Hakala returns home from America.,"5,9/10",1h 39min,['Ilkka Vanne'],"['Antti Tuuri', 'Ilkka Vanne']"
tt0200669,A man marries an heiress for her money even though he is actually in love with her friend.,"5,9/10",2h 10min,['James Ivory'],"['Henry James', 'Ruth Prawer Jhabvala']"
tt0202502,"No More Monkeys Jumpin' on the Bed follows a group of twentysomething couples dealing with obsession, friendship, loneliness and sexual attraction, effectively conveying the intangible nature of human relationships.","5,8/10",1h 16min,['Ross Weber'],['Ross Weber']
tt0203580,"What happens when you put a handsome young husband, his enterprising wife, and a network of wealthy women together? A booming business where everyone gets what they want - for a price.","3,7/10",1h 33min,['Jay Madison'],['Alison Andersson']
tt0204315,"Eric is a lonely voyeur who is thrilled when a strange couple, Fabienne and Tom, move in next door. Will Eric stop being a mere spectator at last?","6,5/10",1h 41min,['Olivier Jahan'],"['Olivier Jahan', 'Michel C. Pouzol']"
tt0204932,Two kids move in with a lonely undertaker who is secretly in love with the town's school teacher.,"7,3/10",1h 31min,['Ulf Malmros'],"['Ulf Malmros', 'Vasa']"
tt0204761,A talented photographer who lands a lucrative job in Paris with a scandal-mongering tabloid and becomes romantically involved with an eccentric children's book publisher while resisting the sexual advances of another photographer.,"5,6/10",2h 46min,['Andrzej Zulawski'],"['Andrzej Zulawski', 'Madame de La Fayette']"
tt0205027,"Summer of 1964. Nothing happens in the little rural village, but suddenly somebody gets off the bus...","5,1/10",1h 28min,['Daniel Fridell'],"['Gunder Andersson', 'Håkan Bjerking', 'Daniel Fridell']"
tt0204933,"Jimmy joins a corrupt LAPD police force as a crime scene photographer. Soon, however, his life takes a turn for the worse as he descends into madness, rearranging evidence and victims to ""resurrect"" them through his pictures.","4,5/10",1h 39min,['Hamlet Sarkissian'],['Hamlet Sarkissian']
tt0208032,"Costanza is drinking a beer in a Prague pub, a summer night in 1968, while a violinist enters and starts playing a ""canone inverso"" for her. It is not a case, that music and that violin have a story behind that could concern her. It is the love story between Jeno Varga and the music, between Jeno and Sophie. It is also the friendship story with David on the background... Leer todo","7,1/10",1h 47min,['Ricky Tognazzi'],"['Paolo Maurensig', 'Simona Izzo', 'Ricky Tognazzi']"
tt0206200,"After 8 September 1943, Northern Italy is occupied by the Germans. The Italian army collapses and the soldiers escape to the mountains to set up a resistance. Many civilians do the same, and Johnny, an English literature student, is among them. Johnny avoids joining the red partisans (Communists) and tries to be part of the azure bands (former regular soldiers). In bo... Leer todo","6,3/10",2h 15min,['Guido Chiesa'],"['Guido Chiesa', 'Beppe Fenoglio', 'Antonio Leotti']"
tt0207745,"Three smalltown friends looking to leave their troubles behind come up with a robbery scheme to fund their trip to the big city. But as their plan goes awry and the authorities become involved, they are left with no other alternative but to take hostage a pair of traveling young lovebirds, with no shortage of problems of their own.","4,6/10",1h 25min,['Brent Florence'],['Brent Florence']
tt0208883,A teacher falls in love with a pianist who turns out to be a dangerous psychopath.,"6,0/10",1h 37min,['Colleen Murphy'],['Colleen Murphy']
tt0210357,"A lonely boy, from a broken family, becomes inspired by faith healers.","6,5/10",1h 33min,['Martin Duffy'],"['Rhidian Brook', 'Maureen Tilyou']"
tt0210130,"From the mind of Brooklyn actor, performance artist and hip-hop activist Danny Hoch, this film spins out the stories of ten lives shocked by globalization, the prison industry and life in general.","7,8/10",1h 30min,"['Mark Benjamin', 'Danny Hoch']",['Danny Hoch']
tt0210884,A local Dutch judge gets entangled in the mysterious past of his Antilian wife.,"6,6/10",1h 35min,['Sander Francken'],"['Sander Francken', 'Norman de Palm']"
tt0209037,"Jean is a family man and factory worker who dreams of becoming a songwriter. Pinning his hopes on his teenage daughter, Marva, he takes her to singing contests in which the awkward and overweight girl struggles to belt out a tune. When Jean is suddenly fired because of cut backs, he is ashamed and even more desperate to have his daughter succeed. In a chance meeting J... Leer todo","6,9/10",1h 37min,['Dominique Deruddere'],['Dominique Deruddere']
tt0210480,"A son will be invested with a dual mission: to honor the memory of the dead father by charging his murderers the price of blood and, therefore, restore broken family harmony.","6,7/10",1h 20min,['Gérard Blain'],"['Gérard Blain', 'Wilhelm Bérard', 'Michel Marmin']"
tt0211554,"The movie rather presents a map of its main character's mind than a story. Realistic scenes mix with dream sequences and hallucinations. The realistic episodes feature Gabrielle, a young woman living in a trailer on a beach in northern france. She works in a bar, drinks a little too much and is a big fan of aging rock/blues singer Lennox. A more dreamlike storyline sh... Leer todo","5,6/10",1h 47min,['Laetitia Masson'],['Laetitia Masson']
tt0211427,"When her husband dies, Mrs. Duane finds a very particular way of dealing with his death. A love story set between this world and the next.","6,9/10",1h 47min,"[""Audrey O'Reilly""]","[""Audrey O'Reilly""]"
tt0213677,"Krishna Patil is a poor, unemployed, unsuccessful and short tempered youth who stays in a chawl with his father Ramakant and elder sister Mansi. He tries to secure a job in the police department but fails. One day he happens to meet Kavita Choudhary, a young, rich, beautiful, intelligent lawyer. He falls for her instantly and begins wooing her. Kavita, having recently... Leer todo","4,8/10",1h 58min,['Akashdeep Sabir'],['Neeraj Pathak']
tt0213231,"Vijay Chatterjee was born in British India, and his dad was a freedom fighter. Unable to handle the riots between Hindus and Muslims in the late 40s, the Chatterjees first immigrated to Britain, and then to Toronto, Canada, where they enjoyed considerable bliss in the company of other Canadians from Bangla Deshis, Pakistanis and Sri Lankans, and opened a restaurant. S... Leer todo","4,9/10",1h 47min,['Hunt Hoe'],['Hunt Hoe']
